ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,YouTube Views,YouTube Likes,TikTok Likes,TikTok Views,Apple Music Playlist Count,AirPlay Spins,Shazam Counts,Explicit Track,Spotify_pop_category,Release year,Clean_track,Clean_album,Clean_artist
NLHR52116995,2171.0,30.8,447406866.9237458,59397.50949646643,23351766.968625717,684272012.0,6897951.0,52211007.4,615073003.0,52.57903967983562,7784.2,2505943.2283492247,0.0,Well-known,2021,Kusu Kusu,Top Hits - Single,Dev Negi
USUG12301227,2170.0,30.8,139105802.0,16162.0,24753071.0,18520292.0,175833.0,12006571.0,147611576.0,66.0,170601.0,573574.0,0.0,Well-known,2023,Waffle House,Waffle House,Jonas Brothers
SGB502390555,2172.0,30.8,39715603.0,13502.0,1974605.0,84439011.0,951441.0,94227206.0,1032372538.0,11.473431875110906,55.0,891533.0438335845,0.0,Well-known,2023,Tacata,Tacata,Tiagz
AUUM72300183,2180.0,30.7,125169958.0,19673.0,11567850.0,22661967.0,332818.0,8601376.0,136718693.0,60.0,43542.0,982286.0,1.0,Least popular,2023,Got Me Started,Got Me Started,Troye Sivan
USRC12204586,2178.0,30.7,452881574.0,59064.0,17662712.0,30642267.0,285150.0,53009405.0,449104323.0,22.0,439.0,884773.0,1.0,Hot track,2022,Low,SOS,SZA
GBHMU1400165,2179.0,30.7,1548151634.0,154325.0,92409509.0,948760574.0,9009457.0,207100684.0,1820024186.0,66.0,9645.0,5939223.0,0.0,Hot track,2014,Night Changes,FOUR,One Direction
MXUM71900299,2182.0,30.7,518477840.0,40921.0,13324377.0,970377956.0,2794007.0,7645273.0,135032701.0,39.0,9614.0,1164732.0,0.0,Hot track,2019,De Los Besos Que Te Di,De Los Besos Que Te Di,Christian Nodal
QMFMF2345384,2183.0,30.7,73316998.0,6863.0,23952817.0,48425342.0,581515.0,53837087.0,695420301.0,2.0,27774.4,698469.0,1.0,Hot track,2023,BRODYAGA FUNK,BRODYAGA FUNK - EP,Eternxlkz
USUYG1464173,2181.0,30.7,3608717.0,3268.0,109837.0,340092596.0,5238903.0,23970.0,316425.0,7.832943038824466,5.0,748553.9573343262,1.0,Least popular,2023,Private Jet,Mafia Musik,D. Savage
USUM71703079,2184.0,30.7,1157112366.0,185660.0,44429618.0,356343325.0,3573193.0,11663427.0,97997064.0,191.0,340.0,2244068.0,1.0,Hot track,2017,DNA.,DAMN.,Kendrick Lamar
USAT21401391,2197.0,30.6,949312501.0,152498.0,28278237.0,858285365.0,5419110.0,11730568.0,70600246.0,30.0,482.0,2633407.0,1.0,Hot track,2014,Or Nah  - Remix,Or Nah,Ty Dolla $ign
ROGRA2400294,2189.0,30.6,5633595.0,418.0,286571.0,38890559.0,213288.0,64680769.6,1074404674.6,2.0,57802.6,50894.0,0.0,Well-known,2024,Baklava,Baklava - Single,Gya
USUM72317269,2194.0,30.6,127408697.0,6270.0,16012094.0,14508851.0,207049.0,11917469.8,98760777.0,13.0,1455.0,89167.0,0.0,Well-known,2024,bye,eternal sunshine,Ariana Grande
USSM12109223,2192.0,30.6,222910969.0,42182.0,10406462.0,69332188.0,971738.0,1019396452.0,11257489400.0,34.0,10985.0,1284746.0,1.0,Well-known,2022,BIZCOCHITO,Find Your Line: Official Music from GRAN TURISMO 7,ROSAL
QZHNA2455146,2187.0,30.6,2279039.0,222.0,58855.0,43379343.0,332023.0,21260608.0,161578600.0,1.0,58100.1,33195.0,0.0,Least popular,2024,Veggie Dance,Veggie Dance,Gracie's Corner
GBUM71406823,2193.0,30.6,1532983094.0,116546.0,49188494.0,48109240.0,469999.0,63198736.0,732908886.0,216.0,206669.0,19968269.0,0.0,Well-known,2015,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Love Me Like You Do,Ellie Goulding
USQX91902507,2185.0,30.6,666107710.0,127503.0,40134293.0,234005957.0,3231466.0,544725899.0,5185694852.0,71.0,1195.0,4161911.0,0.0,Hot track,2019,Still Don't Know My Name,Euphoria,Labrinth
USAT22305462,2196.0,30.6,44751795.0,23415.0,3622192.0,21737557.0,277948.0,8807279.0,114732862.0,44.0,113508.0,343757.0,1.0,Least popular,2023,Sittin' On Top Of The World,Sittin' On Top Of The World - Single,Burna Boy
USDXS2201491,2195.0,30.6,285183501.0,28319.0,13770276.0,322857747.0,1566688.0,10855957.0,125822489.0,6.0,29.0,411987.0,0.0,Well-known,2022,Si Fuera F,Si Fuera Fcil - Si,Grupo Marca Registrada
USUM72002126,2186.0,30.6,407015049.0,116527.0,22947586.0,44157454.0,665741.0,9087023.0,59673227.0,30.0,1450.0,712141.0,1.0,Well-known,2020,Broke In A Minute,Broke In A Minute,Tory Lanez
DGA0M2361023,2190.0,30.6,209649.0,70.0,513.0,402784101.12144524,2930658.9799206164,3450332.0,65658454.0,7.490230872846528,5790.0,735094.0417495577,0.0,Well-known,2023,Mahiya Ve Gal Sun Mahiya Vey,Mahiya Ve Gal Sun Mahiya Vey - Single,Nimra Mehra
QZMWW2396003,2188.0,30.6,142474379.0,25470.0,5055407.0,144774313.0,822345.0,155385479.0,1807260954.3,8.0,14335.3,153295.0,1.0,Well-known,2023,Engana Dizendo Que Ama,Dos Prdios De,Veigh
QM3E21606006,2198.0,30.6,560774282.0,62305.0,14198815.0,861165099.0,4288539.0,18838824.0,216533242.0,38.0,80904.0,3920740.0,0.0,Well-known,2016,In Case You Didn't Know,Brett Young EP,Brett Young
UYB282301033,2191.0,30.6,146680564.0,28883.0,9546255.0,154916805.0,3043720.0,136267.0,1816865.0,8.0,8273.0,199628.0,0.0,Well-known,2023,"Arcngel: Bzrp Music Sessions, Vol","Arcngel: Bzrp Music Sessions, Vol. 54 - Si",Bizarrap
TCACS1630643,2199.0,30.5,462055272.0,54302.0,17847539.0,1546120738.0,7974135.0,75766885.0,648582782.0,11.0,566.0,1569987.0,1.0,Hot track,2016,Tu No Vive Asi,Tu No Vive Asi,Arc
USUM72311878,2201.0,30.5,114669893.0,39763.0,21760033.0,7212572.0,84826.0,3459451.0,25286791.0,2.0,2043.0,250753.0,1.0,Well-known,2023,HVN ON EARTH,HVN ON EARTH,Lil Tecca
USUG12306084,2204.0,30.5,123630149.0,25645.0,5218214.0,18057785.0,239269.0,12450697.0,100624699.0,19.0,5021.0,761861.0,1.0,Well-known,2023,Gently,For All The Dogs,Drake
SEBGA1700015,2205.0,30.5,1430439855.0,150179.0,55438878.0,308045364.0,2768168.0,12505319.0,81779367.0,210.0,91638.0,13603866.0,0.0,Hot track,2017,It Ain't Me,It Ain't Me,Kygo
INUM72100032,2202.0,30.5,70622319.0,4554.0,1202197.0,764803929.0,5521315.0,4395.0,27723.0,3.0,35.0,162219.0,0.0,Least popular,2021,Baarish Ban Jaana,Baarish Ban Jaana,Payal Dev
US5TA2000134,2200.0,30.5,384886220.0,32051.0,9361355.0,681682229.0,7966863.0,94368004.0,666762692.0,31.0,2821.0,643653.0,0.0,Well-known,2020,I CAN'T STOP ME,Eyes Wide Open,TWICE
USUM71915731,2203.0,30.5,622690472.0,108263.0,18637177.0,261237045.0,2753871.0,1874937.0,17207972.0,36.0,11662.0,2184126.0,0.0,Well-known,2019,Take What You Want,Hollywood's Bleeding,Post Malone
INUM72100040,2206.0,30.5,72348363.0,6300.0,1979759.0,717290683.0,6865430.0,5507080.0,90316836.0,5.0,247.0,209262.0,0.0,Least popular,2021,Filhaal2 Mohabbat,Filhaal2 Mohabbat,B Praak
USUG12306082,2207.0,30.5,81093233.0,34004.0,4164888.0,4234309.0,51965.0,1977355.0,17415834.0,7.0,401.0,385268.0,1.0,Well-known,2023,8am in Charlotte,For All The Dogs,Drake
USSD11300112,2210.0,30.4,618671056.0,78822.0,28465181.0,1398550208.0,4470299.0,24693560.0,302300755.0,112.0,119.0,4858889.0,0.0,Hot track,2013,Vivir Mi Vida,3,Marc Anthony
DEEE72301691,2213.0,30.4,18204.0,113.0,5777.0,327499400.0,256952.0,1089562.2,25801693.4,7.470928366802034,1.0,964.0,0.0,Least popular,2023,Lullaby - BadWolf Remix,Lullaby,TR-MEET
GBARL2001440,2212.0,30.4,286179073.0,51888.0,9569404.0,239078390.0,1790062.0,46773428.0,444068106.0,99.0,274839.0,4522347.0,0.0,Least popular,2020,Love Not War,Love Not War,Jason Derulo
QM6P42352188,2208.0,30.4,717849037.0,11199.0,4402776.0,402784101.12144524,2930658.9799206164,124193173.6,1143836050.6,16.0,13.0,1069312.623603838,1.0,Well-known,2023,WHERE SHE GOES,nadie sabe lo que va a pasar ma,Bad Bunny
USIR10211559,2222.0,30.4,2194935773.0,345119.0,97808878.0,1360758976.0,9892246.0,1476678.0,20114190.0,252.0,166938.0,10419522.0,1.0,Hot track,2002,"Lose Yourself - From ""8 Mile"" Soundtrack",8 Mile,Eminem
USAT22401759,2216.0,30.4,20012688.0,2365.0,37158651.0,7298437.0,149857.0,7273344.0,54206427.8,51.0,22793.0,142814.0,0.0,Least popular,2024,My Oh My,My Oh My,Ava Max
USUM72318541,2221.0,30.4,81494626.0,8973.0,20213928.0,101469.0,1338.0,35767506.5,292462033.0,23.0,74984.0,1344235.4843797965,1.0,Well-known,2023,Not My Fault,Not My Fault,Rene
USUG12004699,2217.0,30.4,844790027.0,67136.0,50350718.0,189534686.0,2729881.0,20896955.0,212587391.0,167.0,150385.0,1987676.0,0.0,Hot track,2020,willow,evermore,Taylor Swift
ITUM72400349,2219.0,30.4,69972816.0,5282.0,6183983.0,30283430.0,232134.0,20450827.5,190296639.1,13.0,11835.0,951488.5404141417,1.0,Hot track,2024,100 MESSAGGI,100 MESSAGGI,Lazza
UK4ZF2100518,2218.0,30.4,509445605.0,105947.0,68408965.0,21324881.0,168696.0,849518.0,16050371.0,124.0,105328.0,3151561.0,0.0,Well-known,2021,OUT OUT,OUT OUT,Joel Corry
USSD12100296,2215.0,30.4,596905923.0,83179.0,20128974.0,132634826.0,1011336.0,177757652.0,1408309850.0,72.0,17091.0,1086469.0,1.0,Hot track,2021,C,VICE VERSA,Rauw Alejandro
USUG12101041,2220.0,30.4,383261731.0,94964.0,21697781.0,84527592.0,1340886.0,41730155.0,320457752.0,62.0,40515.0,2875948.565845851,1.0,Well-known,2021,What,Scary Hours 2,Drake
GBAHS2201001,2214.0,30.4,190872805.0,102679.0,49713000.0,4804721.0,64070.0,35100872.0,435794732.0,44.0,18922.0,1617989.0,0.0,Well-known,2022,Turn On The Lights again..,USB,Fred again..
USA2P2432330,2211.0,30.4,10557337.0,393.0,42329224.0,4595134.0,65231.0,6632514.6,47070822.4,9.0,36.0,110707.0,1.0,Hot track,2024,Despdase,"Boca Chueca, Vol. 1",Carin Leon
AEA0Q2102685,2209.0,30.4,447406866.9237458,49.0,4311.0,833736978.0,1346347.0,14670.0,1175444.0,52.57903967983562,2193.9,7925.0,0.0,Least popular,2021,"Mommy, Mommy Give Me Yummy","Mommy, Mommy Give Me Yummy",D Billions
FRX201706358,2224.0,30.3,67999897.0,12496.0,2290221.0,665109271.0,3531340.0,41338088.0,594821828.0,12.0,744.0,335509.0,0.0,Least popular,2017,Illegal Weapon,Illegal Weapon,Garry Sandhu
USCM51200060,2225.0,30.3,1125407888.0,189848.0,71457898.0,565850053.0,3904912.0,37119709.0,275858975.0,149.0,115729.0,10373004.0,1.0,Hot track,2012,Starships,Crave Volume 7,Nicki Minaj
QZDQH2257609,2238.0,30.3,308915484.0,18763.0,9876263.0,272892088.0,834521.0,21899443.0,364940104.0,6.0,6556.0,972534.0,0.0,Least popular,2022,Calidad,Calidad,Grupo Firme
USAT21603705,2223.0,30.3,387389363.0,20.0,1347.0,2020132561.0,11334330.0,30373955.2,236147061.1,46.527754808130695,7702.2,2268280.8643064536,0.0,Well-known,2016,Watch Me,This Is A Challenge,Silento
GBBKS1500215,2234.0,30.3,1064599051.0,89443.0,24441546.0,997993764.0,6246988.0,38824727.0,261382201.0,116.0,19122.0,8268701.0,0.0,Well-known,2015,Send My Love,25,Adele
USMH92305308,2229.0,30.3,14137400.0,1570.0,171193.0,221422238.0,1754240.0,71.0,1172.0,8.894501017607206,267.0,154184.0,0.0,Least popular,2023,Chakalitos,Chakalitos,Angi Fire
USUM71713890,2239.0,30.3,546219103.0,43372.0,12705005.0,1289314157.0,6163163.0,25654892.0,222363120.0,21.0,13300.0,24199.0,0.0,Well-known,2018,No Hay Nadie M,No Hay Nadie M,Sebastian Yatra
GBAHS1300498,2236.0,30.3,1327093253.0,188363.0,58299660.0,875568512.0,5009883.0,146302323.0,1196196511.0,250.0,121439.0,25620314.0,0.0,Well-known,2013,Rather Be,I Cry When I Laugh,Clean Bandit
USAT21802013,2232.0,30.3,390529605.0,68181.0,10506568.0,388438653.0,6747169.0,1314071004.0,15189209474.0,17.0,8016.0,9200822.0,1.0,Well-known,2018,Into Your Arms,Into Your Arms,Witt Lowry
UKGD81800015,2233.0,30.3,482859077.0,154354.0,9307449.0,550746505.0,4627573.0,224089888.0,3084440795.0,58.0,4483.0,4684186.0,0.0,Well-known,2018,Ramenez la coupe  la ma,Ramenez la coupe  la ma,Vegedream
QZAPK2000271,2237.0,30.3,189588270.0,43837.0,2663499.0,87680985.0,700043.0,31952.0,432059.0,26.584393564744712,2.0,240381.0,1.0,Hot track,2022,1000 Blunts,"Sing Me a Lullaby, My Sweet Temptation",$uicideboy$
QZK6Q2049800,2230.0,30.3,289085486.0,76485.0,8876090.0,247178404.0,3983154.0,289578955.0,2184568318.0,4.0,10.0,4423775.0,1.0,Well-known,2020,#BrooklynBloodPop!,#BrooklynBloodPop!,SyKo
USA2P1472414,2227.0,30.3,5484513.0,36.0,9217.0,897454562.0,2811983.0,6990.0,35885.0,8.022070796813642,642.0,755981.8922312588,0.0,Least popular,2014,Baby Songs,Baby Lullaby - Relaxing Piano Baby Lullabies Baby Songs and Nursery Rhymes for Baby Sleep and Newbo,Baby Lullaby
CH7812350872,2226.0,30.3,119141939.0,46323.0,14389973.0,23993631.0,167659.0,89658.0,1318558.0,21.0,2297.0,409234.0,0.0,Well-known,2023,Mdchen auf dem P,Mdchen auf dem P,Luca-Dante Spadafora
USSD11800274,2240.0,30.3,588021470.0,51865.0,15227639.0,1114556086.0,5855578.0,6274016.0,58539891.0,20.0,7464.0,1621041.0,0.0,Well-known,2018,Cuando Te Bes,Cuando Te Bes,Becky G
INS182303353,2228.0,30.3,54461319.0,3298.0,5676613.0,122509013.0,1256731.0,29844047.4,485997590.1,5.0,770.0,121292.0,0.0,Well-known,2023,Lutt Putt Gaya,Lutt Putt Gaya,Pritam
USQX92401650,2235.0,30.3,1920905.0,945.0,44490548.0,78608.0,3629.0,6632514.6,47070822.4,33.0,276.0,12191.0,0.0,Well-known,2024,girl$,girl$,Dom Dolla
USUG11802308,2231.0,30.3,306221125.0,61432.0,15468892.0,635706453.0,4888312.0,15711039.0,90607937.0,50.0,15637.0,2066390.0,1.0,Least popular,2019,Clout,FATHER OF 4,Offset
FR8FB2328300,2247.0,30.2,70592513.0,10432.0,9086026.0,30034889.0,219547.0,39727508.7,323251019.2,25.0,25849.0,1203361.0,0.0,Well-known,2023,I love you,I love you,Dadju
BCM9A2300102,2248.0,30.2,79782529.0,10849.0,8194521.0,70231783.0,491126.0,39522936.2,481337128.1,9.0,5.0,794389.7628278797,1.0,Well-known,2023,Loucura,Amor e,Borges
GBARL2400078,2245.0,30.2,16171953.0,1439.0,18871474.0,6223280.0,200833.0,4605441.5,61885962.7,40.0,24806.0,107402.0,0.0,Well-known,2024,Forget About Us,Forget About Us,Perrie
USUM71409723,2243.0,30.2,1465918510.0,110953.0,65876311.0,1101895606.0,9106812.0,39669684.0,285511671.0,102.0,83891.0,5273745.0,0.0,Hot track,2014,One Last Time,My Everything,Ariana Grande
MXF012200331,2246.0,30.2,249199925.0,15573.0,11736236.0,141829637.0,1346158.0,310175951.0,3326289021.0,21.0,7079.0,576456.0,0.0,Well-known,2022,Malas Decisiones,K23,Kenia OS
QM6MZ2214889,2249.0,30.2,426904285.0,50219.0,17690466.0,198252709.0,1323047.0,89404506.0,679567159.0,15.0,355.0,629164.0,0.0,Hot track,2022,Dos Mil 16,Un Verano Sin Ti,Bad Bunny
COA3C1500662,2250.0,30.2,38260236.0,3255.0,310554.0,2809354638.0,7825584.0,1533921.0,72165422.0,11.326694011419209,8.0,4506.0,0.0,Least popular,2013,La Vaca Lola,Las 20 Mejores Canciones Infantiles,Toy Cantando
BXBAL2200001,2241.0,30.2,194919563.0,12885.0,13054030.0,459414543.0,1879854.0,4714394.0,61427214.0,19.0,9315.0,134484.0,0.0,Well-known,2022,Termina Comigo Antes,Termina Comigo Antes,Gusttavo Lima
INUM72000050,2244.0,30.2,12208412.0,1424.0,362321.0,135529803.0,1794516.0,17311643.0,278475456.0,1.0,5.0,37064.0,0.0,Least popular,2020,Baarish,Baarish,Payal Dev
ITB002100112,2242.0,30.2,475549122.0,94637.0,9975524.0,259762159.0,2895468.0,75858814.0,628509922.0,62.0,17041.0,2395559.0,1.0,Well-known,2021,ZITTI E BUONI,ZITTI E BUONI,Mne
USA2P2313930,2254.0,30.1,241174958.0,23146.0,7025185.0,146033306.0,697531.0,131139646.5,1467165273.6,9.0,36.0,522273.0,0.0,Least popular,2023,Dijeron Que No La Iba Lograr,Dijeron Que No La Iba a Lograr,Chino Pacas
SEUM72301218,2252.0,30.1,68785555.0,7360.0,8210301.0,16708048.0,243108.0,1802595.0,63753450.0,26.0,74905.0,677013.0,0.0,Well-known,2023,Is It Love,Is It Love,Loreen
USAT21700437,2263.0,30.1,1303452422.0,204110.0,65716191.0,563059238.0,5008418.0,60080391.0,447512595.0,87.0,96294.0,3857815.925759988,0.0,Hot track,2017,Feel It Still,Feel It Still,Portugal. The Man
GBMJG2221437,2255.0,30.1,447406866.9237458,59397.50949646643,23351766.968625717,453903004.0,1010270.0,58415968.2,558327706.6,52.57903967983562,2.0,1.0,0.0,Well-known,2022,Portobello Beach,Passport,Quiet as a Mouse
USUM71712002,2262.0,30.1,590983645.0,89159.0,24300466.0,744579257.0,4504144.0,63415889.0,417482479.0,109.0,19462.0,3894893.0,1.0,Well-known,2017,MotorSport,MotorSport,Migos
USUM71702220,2265.0,30.1,635393773.0,56371.0,12074505.0,575220523.0,4408507.0,11620804.0,84632348.0,60.0,135173.0,4213886.0,0.0,Least popular,2017,Bad At Love,hopeless fountain kingdom,Halsey
USAT22103399,2251.0,30.1,163974630.0,60031.0,4503801.0,109858521.0,915546.0,5083710.0,48854928.0,23.0,264.0,1344235.4843797965,1.0,Well-known,2021,Nevada,Nevada,YoungBoy Never Broke Again
USRC11902726,2264.0,30.1,457933102.0,152115.0,30405327.0,161335622.0,1716915.0,88889806.0,521061584.0,29.0,24933.0,1670342.0,0.0,Hot track,2020,The Adults Are Talking,The New Abnormal,The Strokes
USDY42060410,2260.0,30.1,270944683.0,6608.0,2522207.0,996737706.0,4480282.0,6369.0,102989.0,34.78718106867981,3950.2,1807173.4186491782,0.0,Well-known,2020,Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer,Churrasquinho do Menos  Mais,Grupo Menos
USSM10600677,2257.0,30.1,1631152967.0,261693.0,142426948.0,1663636127.0,9345192.0,306451930.0,2939466349.0,261.0,163862.0,6770784.0,0.0,Hot track,2005,Hips Don't Lie,Oral Fixation Vol. 2,Shakira
JPU902203154,2259.0,30.1,191425175.0,26630.0,3407532.0,271219300.0,2855968.0,53658710.0,662260750.0,21.0,244.0,367613.0,0.0,Well-known,2022,Overdose,Overdose - Single,natori
USUM72402911,2256.0,30.1,50962805.0,12.0,74974.0,402784101.12144524,2930658.9799206164,334768780.5,2962430130.1,2.0,88728.1,519466.90205192135,0.0,Well-known,2024,Techno Cumbia,Amor Prohibido,Selena
IDUM72200281,2253.0,30.1,415357981.0,14918.0,7489575.0,201860884.0,912928.0,88921840.0,1171868533.0,8.0,4463.0,127265.0,0.0,Hot track,2022,Tak Segampang Itu,Tak Segampang Itu,Anggi Marito
USUG12000034,2261.0,30.1,289652584.0,93481.0,10151445.0,310518713.0,1797173.0,6143414.0,40742074.0,35.0,82296.0,2007348.0,1.0,Well-known,2020,Emotionally Scarred,My Turn,Lil Baby
QZ4751600015,2258.0,30.1,807802864.0,93613.0,23160480.0,576510087.0,2093903.0,5193789.0,42065642.0,55.0,118955.0,1719362.0,0.0,Hot track,2017,When It Rains It Pours,This One's for You,Luke Combs
QMRSZ2101546,2268.0,30.0,143447350.0,22233.0,3205615.0,95029099.0,693003.0,1558730.0,15893357.0,2.0,295116.0,991870.0,0.0,Well-known,2021,If I Didn't Love You,If I Didn't Love You,Jason Aldean
QMFME2364196,2269.0,30.0,144801283.0,20979.0,16117371.0,33000813.0,284943.0,750523.0,7437994.0,18.0,8135.0,538315.0,1.0,Hot track,2023,NO ME QUIERO CASAR,nadie sabe lo que va a pasar ma,Bad Bunny
GBAHS2300345,2274.0,30.0,107435709.0,18457.0,6727123.0,18349123.0,218523.0,5194441.0,79827003.0,52.0,133743.0,1025913.0,0.0,Well-known,2023,UNHEALTHY,UNHEALTHY,Anne-Marie
ARP7V2300023,2280.0,30.0,65617109.0,7487.0,3295468.0,189591521.0,578345.0,711415.0,33073512.0,1.0,4559.0,101460.0,0.0,Well-known,2023,ATORRANTE - con Los Palmeras,ATORRANTE - con Los Palmeras,Emanero
USPJT2300015,2284.0,30.0,79621215.0,31102.0,3889566.0,87320948.0,873405.0,48779265.0,539459367.4,20.0,673.0,567381.0,0.0,Well-known,2023,Praise,CAN YOU IMAGINE?,Elevation Worship
USRC12301975,2281.0,30.0,1256101755.0,3984.0,2453761.0,402784101.12144524,2930658.9799206164,139467077.6,1248810437.0,109.0,97449.8,4721859.202484429,0.0,Well-known,2023,greedy,greedy - Single,Tate McRae
TCAHK2398379,2282.0,30.0,7178040.0,1181.0,235460.0,9465691.0,61294.0,21282649.0,470202643.0,8.192821222021998,115.5,156906.0,1.0,Well-known,2023,El Mejor,El Mejor,Chayn R
USSM11307291,2276.0,30.0,2544489950.0,113315.0,30950638.0,184351951.0,1963267.0,172614084.0,1691376898.0,142.0,2168.0,6017924.117571089,0.0,Hot track,2013,Take Me to Church,Take Me to Church EP,Hozier
USQX91500801,2270.0,30.0,1046848265.0,137023.0,33124854.0,585020723.0,3442407.0,55726548.0,405625969.0,129.0,30641.0,9203307.0,0.0,Well-known,2015,Roses,Roses,The Chainsmokers
USUG11801853,2267.0,30.0,428009373.0,99524.0,11666867.0,503301861.0,3383825.0,7172209.0,46571795.0,27.0,47467.0,2437123.0,1.0,Well-known,2018,Close Friends,Drip Harder,Lil Baby
BK4DA2319487,2272.0,30.0,272261201.0,871.0,379289.0,402784101.12144524,2930658.9799206164,165565579.0,1512870972.1,2.0,1.0,519466.90205192135,0.0,Well-known,2023,0 Sentimientos,Chosen Few: New Generation,Boy Wonder CF
USSD12000562,2277.0,30.0,401104048.0,42742.0,14190262.0,458776041.0,3332448.0,85197306.0,718042201.0,82.0,26472.0,1090144.0,0.0,Well-known,2020,BEB,BEB,Camilo
USSD11300197,2266.0,30.0,751508028.0,76654.0,28891369.0,2243582425.0,6525279.0,23003530.0,240862996.0,46.0,15365.0,4633986.0,0.0,Hot track,2013,Propuesta Indecente,Caliente! Latino Hitmix 2013,Romeo Santos
BX8WE2200062,2271.0,30.0,149801910.0,10235.0,8902883.0,296057090.0,899154.0,146190569.5,1528886934.8,4.0,1846.0,103032.0,0.0,Least popular,2023,Palhaa,Palhaa  - Si,Naiara Azevedo
QZA742318982,2278.0,30.0,105178211.0,40300.0,55773870.0,329644.0,6449.0,770581.0,11685263.0,33.0,4543.0,582149.0,0.0,Well-known,2023,Atmosphere,Atmosphere,FISHER
USANG2274868,2273.0,30.0,10762.0,5.0,29.0,20819326.0,318193.0,19977613.0,274491219.0,7.470178024667305,8.0,3103.0,0.0,Least popular,2022,Eid,Eid,Mehmood J
USCM51900318,2275.0,30.0,970219741.0,180650.0,36876067.0,243075035.0,2053120.0,45510979.0,371952869.0,105.29182226489245,44396.0,4576221.655169931,1.0,Well-known,2019,Money In The Grave,The Best In The World Pack,Drake
QMFME2364191,2283.0,30.0,118835954.0,23373.0,9125370.0,29487901.0,386863.0,4048330.0,37952552.0,5.0,954.0,399333.0,1.0,Well-known,2023,BABY NUEVA,nadie sabe lo que va a pasar ma,Bad Bunny
DGA082213263,2279.0,30.0,468162.0,114.0,21665.0,402784101.12144524,2930658.9799206164,5971244.0,183524720.0,7.516295532383629,5790.0,95147.0,0.0,Least popular,2022,Danza Kuduro - Cover,- Single,Drake
QZAPG1864732,2298.0,29.9,447406866.9237458,59397.50949646643,23351766.968625717,1719584760.0,5092330.0,50359495.6,426055048.0,52.57903967983562,6283.6,2505943.2283492247,0.0,Well-known,2018,Escapate Conmigo,Nacimiento,Wisin
USAT22400413,2295.0,29.9,35712909.0,4573.0,31483398.0,1679600.0,30410.0,10343768.1,87565942.5,29.0,49835.0,271031.0,0.0,Least popular,2024,Lighter,Lighter,Galantis
INS182115577,2293.0,29.9,72962855.0,169.0,170665.0,636965758.0,3951628.0,66900447.9,907791324.1,14.825597158575174,5.0,1023188.31090842,0.0,Well-known,2021,Halli Naatu,Halli Naatu  - Single,Rahul Sipligunj
GBAHS1700028,2287.0,29.9,1322385342.0,109373.0,54954226.0,696425510.0,4649149.0,34964865.0,223959183.0,37.0,36265.0,1894081.2059317133,0.0,Well-known,2017,Happier,Un Verano Sin Ti,Ed Sheeran
USUM71513588,2290.0,29.9,550049388.0,48598.0,14497820.0,592341655.0,4553103.0,61193582.0,489745782.0,53.0,14501.0,2766042.0,0.0,Least popular,2015,Kill Em With Kindness,Revival,Selena Gomez
GBUM72304092,2296.0,29.9,100186243.0,26116.0,36440018.0,20691770.0,124812.0,1602940.0,28216441.0,41.0,20568.0,505083.0,0.0,Well-known,2023,Good Love,Good Love,Hannah Laing
GBGLW2300286,2297.0,29.9,100397677.0,21963.0,13959755.0,44530380.0,526851.0,97764564.0,975465555.0,6.0,358.0,676565.6796381832,1.0,Well-known,2023,Little Girl Gone,Little Girl Gone,CHINCHILLA
QM6P41842818,2299.0,29.9,778846570.0,66150.0,25410849.0,785898158.0,2771037.0,1838702.0,18692923.0,37.0,19681.0,1494647.0,0.0,Well-known,2018,Ella Quiere Beber - Remix,Ella Quiere Beber,Anuel AA
TCAGT2316203,2292.0,29.9,19617254.0,6378.0,749928.0,5983105.0,119013.0,310986195.0,2956553569.0,1.0,95.0,480192.20765535586,1.0,Least popular,2023,Blicky,Blicky,Fresh X Reckless
USUG11900748,2294.0,29.9,522143496.0,111477.0,16214693.0,212806984.0,1853709.0,10916015.0,125604010.0,41.0,197.0,1797781.0,1.0,Well-known,2019,Baby,Baby,Quality Control
QZVBE2200009,2291.0,29.9,296674882.0,56660.0,27811906.0,38522238.0,508119.0,58661300.0,366838888.0,16.0,1045.0,924914.0,0.0,Hot track,2022,Hotel,Hotel,Montell Fish
USWL12301031,2288.0,29.9,157476564.0,15069.0,7363178.0,140916381.0,774193.0,8423736.0,52545729.0,11.0,2.0,213453.0,1.0,Hot track,2023,Mas Altas Que Bajadas,Nata Montana,Natanael Cano
QZNWV2251985,2286.0,29.9,53532212.0,9646.0,1321681.0,98671018.0,1371770.0,122253971.0,1659044866.0,1.0,110.0,1190146.0,0.0,Least popular,2022,Somewhere Only We Know,Somewhere Only We Know,Gustixa
QZTVM2103308,2285.0,29.9,185050407.0,30221.0,5514940.0,389574452.0,2043151.0,23727816.0,249329094.0,10.0,62.0,198749.0,1.0,Well-known,2021,X1,Little Hair,MC Cabelinho
QM6P42230294,2289.0,29.9,1731282.0,162.0,21068.0,462509288.0,1209603.0,3430.0,172700.0,7.643650028113062,3.0,4206.0,0.0,Least popular,2022,Baby Shark,Pinkfong Bebefinn,Bebefinn
